0.1816,0.8164,0.6124,0.351,0.3488,0.2935,0.2753,0.1431,0.1272,0.0726,0.0689,0.0208,0.0028,0.0365,0.0208,0.0205,0.0217,0.0044
0.5389,2.3949,1.7626,0.6351,0.29,0.1907,0.0888,0.0483,0.0191,0.0134,0.0084,0.0036,0.0002,0.0029,0.0017,0.0017,0.0018,0.0004
0.1783,0.8399,0.7719,0.5821,0.4687,0.3486,0.2336,0.1417,0.0672,0.0467,0.0406,0.0163,0.0044,0.0144,0.0065,0.0122,0.0115,0.007
0.2501,1.4408,1.2596,0.6827,0.4179,0.2533,0.1843,0.0978,0.0479,0.0189,0.0266,0.0056,0.0007,0.0094,0.0054,0.0053,0.0056,0.0011
0.1391,1.3909,1.1928,0.6388,0.3832,0.2763,0.178,0.1128,0.0461,0.035,0.0292,0.0124,0.004,0.0085,0.0032,0.0089,0.008,0.0062
0.2872,1.6216,1.2844,0.6136,0.3716,0.2694,0.1633,0.0957,0.0434,0.0326,0.0232,0.0098,0.0021,0.0083,0.004,0.0065,0.0062,0.0033
0.1111,0.826,0.9485,0.6849,0.4677,0.3427,0.2234,0.1265,0.0606,0.0423,0.0307,0.0108,0.0019,0.0112,0.0059,0.0075,0.0076,0.0029
0.2548,1.2106,0.9712,0.587,0.4482,0.3301,0.2092,0.1182,0.057,0.0408,0.0288,0.0114,0.0019,0.0112,0.0059,0.0075,0.0076,0.0029
0.0985,0.7091,0.6666,0.4557,0.3738,0.299,0.258,0.1549,0.1015,0.0639,0.0635,0.0242,0.0063,0.0282,0.0139,0.021,0.0204,0.0099
0.1035,1.309,1.6337,0.9099,0.3813,0.2127,0.1479,0.081,0.0264,0.0081,0.0151,0.0025,0.0005,0.0026,0.0014,0.0018,0.0018,0.0007
0.2634,2.3446,1.7903,0.6114,0.209,0.1556,0.0917,0.0611,0.0307,0.0259,0.0194,0.0086,0.0028,0.0068,0.0027,0.0066,0.0061,0.0044
0.5957,2.6551,1.5987,0.4682,0.2732,0.1844,0.0989,0.0575,0.0317,0.0183,0.0192,0.0066,0.0016,0.0076,0.0038,0.0056,0.0055,0.0026
0.0737,0.6415,0.8745,0.7831,0.5755,0.3674,0.2488,0.1385,0.0406,0.0266,0.0195,0.0098,0.0012,0.0043,0.002,0.0035,0.0033,0.0018
0.0671,0.588,0.6844,0.5092,0.3841,0.3066,0.2536,0.1574,0.0959,0.0624,0.0621,0.0244,0.007,0.026,0.0123,0.0208,0.0199,0.011
0.0012,0.124,0.546,0.799,0.652,0.561,0.243,0.144,0.0593,0.0603,0.0194,0,0,0,0,0,0,0
0.0012,0.101,0.462,0.759,0.713,0.502,0.321,0.175,0.0299,0.0503,0,0.0195,0,0,0,0,0,0
0.0705,2.03,2.82,1.14,0.0529,0,0,0,0,0,0,0,0,0,0,0,0,0
0.449,4.38,2.4,0.373,0.0506,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0002,0.0166,0.126,0.27,0.292,0.352,0.261,0.236,0.112,0.107,0.103,0.0576,0.0233,0.035,0.0093,0.0452,0.0391,0.0367
0,0.0108,0.0797,0.158,0.325,0.298,0.394,0.177,0.212,0.108,0.107,0.0266,0,0.0646,0.0395,0.0302,0.034,0
1.04,3.82,2.08,0.392,0.184,0.12,0,0,0,0,0,0,0,0,0,0,0,0
0.0362,0.4947,0.7318,0.6571,0.5077,0.3823,0.2659,0.1442,0.0728,0.0541,0.0328,0.014,0.0012,0.0147,0.0084,0.0083,0.0088,0.0018
0.1339,1.1263,0.825,0.432,0.3294,0.2914,0.211,0.1495,0.0753,0.0639,0.0542,0.028,0.0093,0.0205,0.0076,0.0211,0.019,0.0147
0.2135,1.7724,1.479,0.6329,0.2954,0.2115,0.1409,0.088,0.0421,0.0309,0.0263,0.0113,0.0033,0.0094,0.0041,0.0084,0.0079,0.0051
0.2307,1.567,1.309,0.6189,0.349,0.2413,0.1711,0.096,0.0523,0.0319,0.0288,0.0099,0.0019,0.0118,0.0063,0.0078,0.0079,0.0029
0.0988,0.6394,0.6831,0.5639,0.4662,0.3747,0.2548,0.1425,0.0868,0.0597,0.0442,0.0141,0.0023,0.019,0.0104,0.0118,0.0121,0.0037
0.0019,0.202,0.63,0.917,0.746,0.411,0.291,0.157,0.0394,0,0.0236,0,0,0,0,0,0,0
0.3781,1.7109,1.2173,0.5891,0.4122,0.297,0.1631,0.0963,0.0359,0.0299,0.0183,0.009,0.0019,0.0054,0.0023,0.0048,0.0045,0.0029
0.1139,0.9848,1.1025,0.7075,0.4412,0.3055,0.2145,0.1196,0.0487,0.0374,0.0233,0.013,0.0016,0.0096,0.005,0.0065,0.0065,0.0026
0.2143,1.6387,1.257,0.5992,0.3689,0.2527,0.1728,0.1006,0.0489,0.03,0.0284,0.0094,0.0023,0.01,0.0049,0.0075,0.0073,0.0037
0.2688,2.0022,1.3839,0.5677,0.3372,0.218,0.1497,0.0906,0.0398,0.0227,0.0259,0.0089,0.0028,0.0081,0.0035,0.0072,0.0067,0.0044
0.0886,0.7864,0.9684,0.6805,0.4505,0.3017,0.2396,0.1268,0.0699,0.0385,0.0361,0.0117,0.0012,0.016,0.0091,0.0089,0.0094,0.0018
0.1725,1.0033,0.9519,0.5721,0.3838,0.3183,0.2042,0.1295,0.0668,0.0545,0.0401,0.0184,0.0051,0.0155,0.0068,0.0136,0.0127,0.0081
0.12,1.173,1.2267,0.7479,0.4452,0.318,0.1901,0.1069,0.0349,0.034,0.0128,0.0088,0.0007,0.0036,0.0019,0.0026,0.0025,0.0011
0.2742,2.2398,1.4085,0.4586,0.2617,0.209,0.1347,0.0856,0.05,0.0376,0.0304,0.0115,0.0035,0.0117,0.0053,0.0098,0.0093,0.0055
0.1069,0.687,0.631,0.4714,0.3807,0.3443,0.2277,0.1653,0.0828,0.0693,0.0607,0.0284,0.0105,0.0209,0.0073,0.0227,0.0203,0.0165
0.0879,0.6931,0.7941,0.6943,0.5421,0.3965,0.2424,0.141,0.0494,0.0434,0.0229,0.0124,0.0021,0.0064,0.0028,0.0056,0.0052,0.0033
0.2228,1.6987,1.3171,0.5782,0.3355,0.2278,0.175,0.0947,0.0544,0.0326,0.0287,0.0103,0.0014,0.0131,0.0073,0.0079,0.0081,0.0022
0.3507,1.5282,1.0616,0.5448,0.4217,0.3055,0.1875,0.1122,0.0451,0.0362,0.0253,0.0136,0.003,0.0091,0.004,0.008,0.0075,0.0048
0.2128,1.8356,1.5122,0.6151,0.2855,0.1952,0.1519,0.0804,0.05,0.0311,0.0252,0.0092,0.0009,0.0124,0.0071,0.0069,0.0073,0.0015
0.2029,1.3985,1.23,0.7017,0.4419,0.2797,0.1861,0.1028,0.0399,0.0211,0.021,0.0061,0.0009,0.0059,0.0031,0.0039,0.0039,0.0015
0.308,1.7888,1.4105,0.6503,0.3756,0.2562,0.1519,0.0854,0.0308,0.0251,0.0139,0.0077,0.0009,0.0046,0.0023,0.0033,0.0033,0.0015
0.2014,1.2295,1.1462,0.6118,0.3776,0.2684,0.2051,0.1061,0.0681,0.0404,0.0334,0.0108,0.0007,0.0166,0.0098,0.0086,0.0093,0.0011
0.0775,0.8367,0.9245,0.7179,0.5205,0.3529,0.2357,0.1334,0.0451,0.0345,0.0215,0.0115,0.0016,0.0063,0.003,0.005,0.0048,0.0026
0.1664,1.4566,1.4242,0.7135,0.3365,0.227,0.1532,0.0983,0.0382,0.0273,0.0265,0.0122,0.004,0.0079,0.0028,0.0086,0.0077,0.0062
0.0983,1.1516,1.4986,0.8727,0.3909,0.2373,0.1626,0.0903,0.036,0.0165,0.0202,0.0045,0.0009,0.0053,0.0027,0.0036,0.0036,0.0015
0.1097,0.7758,0.8667,0.6401,0.4717,0.3414,0.2443,0.135,0.0642,0.0468,0.0313,0.015,0.0019,0.0138,0.0075,0.0088,0.0089,0.0029
0.1322,1.1645,1.2747,0.7497,0.4195,0.2846,0.1909,0.1064,0.0375,0.0314,0.0165,0.011,0.0012,0.0063,0.0032,0.0044,0.0043,0.0018
0.0703,0.5863,0.5582,0.4149,0.3727,0.3231,0.2711,0.164,0.1082,0.0753,0.0656,0.0275,0.0068,0.0302,0.0149,0.0225,0.0219,0.0106
0.1276,0.7683,0.7854,0.582,0.4483,0.3472,0.2389,0.1406,0.074,0.0533,0.0413,0.0167,0.0037,0.0166,0.0082,0.0124,0.012,0.0059
0.2877,1.8166,1.2031,0.4723,0.3055,0.2483,0.1566,0.1099,0.0483,0.044,0.0344,0.0192,0.0063,0.012,0.0041,0.0134,0.0119,0.0099
0.1954,1.8449,1.8225,0.7769,0.254,0.1728,0.1057,0.0601,0.0314,0.0217,0.016,0.0049,0.0009,0.0059,0.0031,0.0039,0.0039,0.0015
0.2743,1.7648,1.4368,0.6162,0.3099,0.2283,0.1431,0.0883,0.0408,0.0328,0.0241,0.0119,0.003,0.0091,0.004,0.008,0.0075,0.0048
0.3146,1.8832,1.3767,0.5324,0.2988,0.2161,0.1578,0.0861,0.0547,0.0354,0.0289,0.0112,0.0016,0.0141,0.0078,0.0086,0.0089,0.0026
0.1702,1.4028,1.1355,0.5738,0.3639,0.2736,0.1885,0.1124,0.0594,0.042,0.0341,0.0133,0.0033,0.0133,0.0064,0.0103,0.0099,0.0051
0.4048,1.9367,1.4953,0.6195,0.3282,0.2347,0.1304,0.075,0.0338,0.0264,0.0171,0.008,0.0014,0.0066,0.0033,0.0048,0.0047,0.0022
0.1809,1.3653,1.0249,0.5395,0.3934,0.2934,0.2053,0.1199,0.0606,0.0442,0.0333,0.0145,0.003,0.0136,0.0067,0.0101,0.0098,0.0048
0.0769,1.1554,1.5407,0.9171,0.409,0.2374,0.1598,0.088,0.0295,0.0106,0.0163,0.0023,0.0005,0.0026,0.0014,0.0018,0.0018,0.0007
0.0461,0.8003,1.2302,0.8865,0.4831,0.2973,0.1968,0.1135,0.0374,0.0172,0.0224,0.0051,0.0016,0.0037,0.0014,0.0038,0.0034,0.0026
0.1202,1.1931,1.2438,0.7564,0.4346,0.2785,0.1868,0.1079,0.0408,0.0229,0.0236,0.0073,0.0019,0.006,0.0027,0.0051,0.0048,0.0029
0.2501,2.225,1.7459,0.6404,0.2462,0.1591,0.1101,0.0642,0.0315,0.021,0.0181,0.0073,0.0016,0.007,0.0034,0.0053,0.0051,0.0026
0.1497,1.3449,1.0398,0.5359,0.38,0.2667,0.2166,0.116,0.0735,0.0417,0.0392,0.012,0.0016,0.018,0.0101,0.0104,0.0109,0.0026
0.1406,1.1792,1.1528,0.7442,0.476,0.3189,0.1928,0.1092,0.0401,0.0248,0.02,0.0047,0.0009,0.004,0.0019,0.003,0.0029,0.0015
0.1966,1.3625,1.1211,0.5513,0.3451,0.2659,0.1909,0.1128,0.066,0.0456,0.0381,0.0149,0.0035,0.0162,0.0081,0.0119,0.0116,0.0055
0.1739,1.2428,1.0629,0.611,0.4141,0.3069,0.199,0.1187,0.0524,0.0411,0.0288,0.0134,0.003,0.0104,0.0048,0.0086,0.0081,0.0048
0.0001,0.0133,0.0996,0.2062,0.3108,0.3212,0.3368,0.2024,0.169,0.1076,0.1053,0.0399,0.01,0.0519,0.0265,0.0367,0.0362,0.0158
0.0004,0.0415,0.2164,0.385,0.4389,0.38,0.3294,0.1946,0.1227,0.0892,0.0715,0.0339,0.0072,0.0347,0.0175,0.0252,0.0247,0.0114
0.0499,1.4816,2.163,1.0731,0.2608,0.1233,0.0873,0.0471,0.0118,0,0.0071,0,0,0,0,0,0,0
0.2833,2.8053,1.714,0.5306,0.2731,0.2076,0.0899,0.0533,0.0219,0.0223,0.0072,0,0,0,0,0,0,0
0.3964,1.5768,1.181,0.7175,0.5324,0.3004,0.1804,0.0973,0.0244,0,0.0146,0,0,0,0,0,0,0
0.2651,1.4042,1.3657,0.7605,0.4328,0.3191,0.1578,0.0888,0.0235,0.0301,0.0047,0.006,0,0,0,0,0,0
0.2431,2.4359,1.5253,0.5456,0.316,0.182,0.1303,0.0817,0.0268,0.0128,0.0204,0.0069,0.0028,0.0042,0.0011,0.0054,0.0047,0.0044
0.0553,0.5768,0.4231,0.2281,0.2794,0.2682,0.3096,0.1652,0.1603,0.0927,0.0911,0.0297,0.0051,0.049,0.0273,0.0293,0.0304,0.0081
